# Blasius solution at Re_deltaStar = 1000 (important for the v component, not for u) and using deltaStar = 1
# y u v u_y u_yy
0.9937309769317856 0.5489984903964037 0.00039564591654272927 0.289421709823814 -0.06930848365864589
1.0111648537200626 0.557649670451563 0.0004084856833783641 0.28731422694998954 -0.07118849079233604
1.0285987305083395 0.566236781803444 0.0004214520060679008 0.28515052550290637 -0.07305598485942796
1.0460326072966164 0.5747581438894521 0.0004345389961658482 0.2829310172597892 -0.0749085385381423
1.0634664840848933 0.5832120895939091 0.0004477406560952132 0.2806561869421844 -0.07674371696436093
1.0809003608731702 0.591596967439079 0.0004610508840139627 0.27832659237237234 -0.07855908241035464
1.098334237661447 0.5999111437787629 0.00047446347896839007 0.2759428644875464 -0.08035219908601002
1.1157681144497242 0.6081530049901424 0.0004879721463267049 0.27350570720828715 -0.08212063804899153
1.1332019912380011 0.6163209596594514 0.0005015705034852169 0.27101589715827595 -0.08386198220946407
1.150635868026278 0.6244134407569765 0.0005152520858385479 0.2684742832326368 -0.08557383141423687
1.168069744814555 0.6324289077968078 0.0005290103530043622 0.2658817860127598 -0.0872538075944766
1.185503621602832 0.6403658489767122 0.0005428386952921892 0.2632393970259455 -0.08889955996048228
1.2029374983911088 0.6482227832934512 0.0005567304404049899 0.26054817784871287 -0.09050877022642288
1.2203713751793859 0.6559982626288461 0.0005706788603612383 0.2578092590531354 -0.09207915784741419
1.2378052519676628 0.6636908738018752 0.0005846771786244022 0.25502383899610565 -0.09360848525086214
1.25523912875594 0.6712992405820996 0.0005987185774258896 0.25219318245197486 -0.09509456304362787
1.2726730055442166 0.6788220256597284 0.0006127962052666914 0.24931861908957495 -0.09653525517628064
1.2901068823324935 0.6862579325676814 0.0006269031845821995 0.2464015417951927 -0.09792848404550282
1.3075407591207706 0.6936057075510552 0.0006410326195539329 0.24344340484363758 -0.09927223551559751
1.3249746359090473 0.7008641413794753 0.0006551776040512233 0.2404457219201165 -0.10056456384003078
1.3424085126973244 0.7080320710979091 0.0006693312296852745 0.23741006399619888 -0.10180359646401528
1.3598423894856013 0.7151083817116142 0.0006834865939574173 0.23433805706372457 -0.1029875386893137
1.3772762662738784 0.7220920078010291 0.0006976368084828563 0.23123137973106642 -0.10411467818271221
1.3947101430621551 0.7289819350625478 0.0007117750072707396 0.22809176068671166 -0.1051833893099801
1.412144019850432 0.7357772017712801 0.0007258943550409669 0.22492097603566397 -0.10619213727760124
1.4295778966387092 0.7424769001620707 0.0007399880555578166 0.22172084651469243 -0.10713948206512447
1.4470117734269858 0.7490801777252392 0.000754049359960199 0.21849323459295786 -0.1080240821316409
1.464445650215263 0.7555862384137075 0.0007680715750681445 0.21524004146503023 -0.10884469788064867
1.4818795270035399 0.7619943437583959 0.0007820480716449995 0.21196320394377227 -0.10960019486840884
1.499313403791817 0.7683038138890019 0.0007959722925947588 0.20866469126099516 -0.11028954674182645
1.5167472805800937 0.7745140284575188 0.0008098377610739773 0.2053465017841988 -0.11091183789290265
1.5341811573683706 0.780624427462106 0.000823638088497804 0.20201065965807918 -0.1114662658178953
1.5516150341566477 0.7866345119691888 0.0008373669824198662 0.19865921137982584 -0.11195214317048532
1.5690489109449246 0.7925438447319387 0.0008510182542659599 0.19529422231753427 -0.11236889949947632
1.5864827877332015 0.7983520507035746 0.0008645858269018657 0.19191777318132297 -0.1127160826628407
1.6039166645214784 0.8040588174442083 0.0008780637420159851 0.18853195645697188 -0.11299335991126538
1.6213505413097555 0.8096638954202634 0.0008914461672979869 0.18513887281208105 -0.11320051863573456
1.6387844180980324 0.8151670981957928 0.0009047274033952065 0.18174062748489475 -0.1133374667751071
1.6562182948863093 0.8205683025153286 0.0009179018906291567 0.1783393266660314 -0.11340423288109577
1.6736521716745862 0.8258674482782066 0.0009309642154552181 0.17493707388341992 -0.11340096583952464
1.6910860484628631 0.8310645384046158 0.0009439091166493138 0.17153596640075108 -0.11332793424822159
1.7085199252511403 0.8361596385939326 0.0009567314912062239 0.16813809163972146 -0.11318552545338546
1.725953802039417 0.8411528769762066 0.0009694263999350477 0.16474552363626999 -0.11297424424774491
1.743387678827694 0.8460444436579704 0.0009819890727382921 0.16136031954088428 -0.11269471123528689
1.760821555615971 0.8508345901638424 0.0009944149135620165 0.1579845161728915 -0.11234766086877127
1.7782554324042479 0.8555236287756915 0.001006699505005543 0.1546201266384374 -0.1119339391676524
1.7956893091925248 0.8601119317714134 0.001018838612580286 0.15126913702161215 -0.11145450112539437
1.813123185980802 0.8645999305656534 0.0010308281886083875 0.14793350315788747 -0.11091040781648101
1.8305570627690788 0.8689881147550786 0.001042664375753006 0.14461514749870605 -0.11030282321468195
1.8479909395573555 0.8732770310710606 0.0010543435101732514 0.1413159560756953 -0.10963301073533122
1.8654248163456326 0.8774672822428804 0.0010658621242980008 0.13803777557258107 -0.108902329515499
1.8828586931339095 0.8815595257748035 0.001077216949214007 0.13478241051244205 -0.10811223044698573
1.9002925699221866 0.8855544726405912 0.0010884049166649686 0.1315516205674844 -0.1072642519780324
1.9177264467104633 0.8894528858992289 0.0010994231606594425 0.12834711799802634 -0.10636001570051852
1.9351603234987405 0.893255579235839 0.001110269018686731 0.12517056522686493 -0.10540122174020325
1.9525942002870174 0.8969634154319267 0.0011209400325410842 0.12202357255466376 -0.10438964396825581
1.970028077075294 0.9005773047692678 0.0011314339487557903 0.11890769602143972 -0.10332712505290902
1.9874619538635712 0.9040982033718882 0.0011417487186499175 0.11582443541865786 -0.10221557137055882
2.004895830651848 0.9075271114907164 0.001151882497991653 0.1127752324558556 -0.1010569477960174
2.022329707440125 0.9108650717355947 0.0011618336462833325 0.10976146908512203 -0.09985327239190658
2.039763584228402 0.9141131672594268 0.0011716007256743796 0.10678446598615701 -0.09860661101735546
2.057197461016679 0.917272519899314 0.001181182499509452 0.10384548121402624 -0.0973190718762362
2.0746313378049557 0.9203442882795833 0.001190577930520133 0.1009457090111242 -0.09599280002514192
2.092065214593233 0.9233296658816502 0.0011997861786695156 0.09808627878424975 -0.09462997186117644
2.10949909138151 0.9262298790856749 0.0012088065986599617 0.09526825424710308 -0.09323278960939596
2.1269329681697866 0.9290461851889713 0.0012176387371152265 0.09249263272792017 -0.09180347582941456
2.1443668449580637 0.9317798704061134 0.0012262823294489763 0.0897603446413819 -0.09034426796026729
2.1618007217463404 0.9344322478556445 0.001234737296432507 0.08707225312337101 -0.08885741292211792
2.1792345985346175 0.9370046555382484 0.0012430037404752025 0.08442915382659885 -0.08734516179280868
2.196668475322894 0.9394984543111718 0.0012510819416319213 0.08183177487459596 -0.0858097645765824
2.2141023521111713 0.9419150258636051 0.0012589723533521073 0.07928077697104954 -0.08425346508156692
2.2315362288994485 0.9442557706976294 0.001266675597985932 0.07677675366098713 -0.08267849592180632
2.248970105687725 0.9465221061192289 0.0012741924620632507 0.074320231739843 -0.08108707365875657
2.2664039824760023 0.948715464243738 0.001281523891361546 0.071911671806012 -0.07948139409624341
2.283837859264279 0.9508372900199583 0.0012886709857793475 0.0695514689520885 -0.07786362774191267
2.301271736052556 0.9528890392770295 0.0012956349940318925 0.06723995358961254 -0.07623591544719509
2.3187056128408328 0.9548721767979749 0.001302417308185949 0.06497739240180134 -0.07460036423676739
2.33613948962911 0.9567881744236777 0.0013090194580508874 0.06276398941842865 -0.07295904333742176
2.353573366417387 0.9586385091908594 0.0013154431054430984 0.06059988720673558 -0.07131398041516862
2.371007243205664 0.9604246615074452 0.001321690038340875 0.058485168172006934 -0.06966715802829584
2.3884411199939404 0.9621481133685126 0.0013277621649467966 0.05641985596123218 -0.06802051030299934
2.4058749967822175 0.9638103466158086 0.001333661507674508 0.05440391696308859 -0.0663759198370918
2.4233088735704946 0.9654128412436274 0.0013393901970766094 0.052437261897336065 -0.06473521483619467
2.4407427503587718 0.9669570737536217 0.0013449504657301106 0.05051974748659556 -0.06310016648572686
2.4581766271470484 0.9684445155609158 0.001350344642095609 0.048651178203401944 -0.06147248656093294
2.4756105039353256 0.9698766314536689 0.001355575144365994 0.04683130808536886 -0.059853825276142435
2.4930443807236027 0.9712548781080252 0.0013606444743200611 0.0450598426112845 -0.05824576937343263
2.51047825751188 0.9725807026601723 0.0013655552111960078 0.04333644063096491 -0.056649840449876365
2.527912134300156 0.9738555413370102 0.001370310005599243 0.041660716341732344 -0.0550674935216077
2.545346011088433 0.9750808181467286 0.0013749115734584716 0.0400322413044515 -0.05350011582202575
2.5627798878767103 0.9762579436303682 0.0013793626900433938 0.038450546492151245 -0.051949025830593666
2.580213764664987 0.9773883136752458 0.0013836661840568145 0.03691512436437659 -0.05041547252786934
2.597647641453264 0.978473308390911 0.0013878249318132986 0.035425430960559515 -0.0489006348716383
2.6150815182415412 0.9795142910481067 0.0013918418515158953 0.03398088800586183 -0.0474056214883041
2.6325153950298184 0.9805126070810141 0.001395719897641744 0.032580885023127615 -0.04593147057302919
2.6499492718180946 0.9814695831528678 0.001399462055446742 0.031224781444788546 -0.04447914999151581
2.6673831486063717 0.9823865262848558 0.001403071335598716 0.029911908718786167 -0.04304955757576721
2.684817025394649 0.9832647230480337 0.0014065507689478378 0.028641572402813186 -0.04164352160567918
2.7022509021829255 0.9841054388178235 0.001409903401442343 0.027413054241426132 -0.04026180146787781
2.7196847789712026 0.9849099170905042 0.0014131322891968382 0.026225614220845708 -0.03890508848284435
2.7371186557594798 0.9856793788609484 0.0014162404937198105 0.025078492596535034 -0.03757400689104955
2.754552532547757 0.9864150220607213 0.0014192310773062185 0.023970911888927363 -0.03626911498855623
2.771986409336033 0.9871180210555184 0.0014221070986003218 0.022902078842965502 -0.03499090640234311
2.7894202861243103 0.9877895262007957 0.0014248716083332333 0.021871186347409147 -0.03373981149544821
2.8068541629125874 0.9884306634543291 0.0014275276452389604 0.020877415310165855 -0.03251619889193011
2.824288039700864 0.9890425340443287 0.0014300782321520307 0.019919936486201294 -0.03132037711159323
2.841721916489141 0.989626214191643 0.0014325263722891458 0.01899791225488699 -0.030152596304421436
2.8591557932774183 0.9901827548844849 0.0014348750457166563 0.01811049834394497 -0.029013050074707974
2.8765896700656954 0.9907131817040465 0.001437127206005008 0.017256845497446955 -0.027901877384955566
2.8940235468539717 0.9912184946992842 0.0014392857770707493 0.016436101085622854 -0.026819164529750028
2.911457423642249 0.9916996683091008 0.0014413536502060594 0.015647410654523894 -0.025764947169976096
2.928891300430526 0.9921576513300947 0.001443333681295242 0.014889919413872525 -0.024739212417947583
2.9463251772188026 0.9925933669279992 0.0014452286882170706 0.014162773661709734 -0.023741900964257823
2.9637590540070797 0.9930077126908983 0.0014470414484313852 0.013465122144722999 -0.0227729092374224
2.981192930795357 0.9934015607222785 0.0014487746967478676 0.012796117353401602 -0.021832091587678657
2.998626807583634 0.9937757577719473 0.0014504311232744454 0.012154916751419801 -0.020919262486622014
3.0160606843719107 0.994131125402844 0.001452013371542399 0.01154068393889368 -0.020034198734698527
3.0334945611601873 0.9944684601917533 0.001453524036804828 0.01095258974939104 -0.019176641668928778
3.0509284379484645 0.9947885339619369 0.0014549656645047697 0.0103898132807974 -0.018346299363611686
3.068362314736741 0.995092094045703 0.0014563407489089648 0.009851542860352358 -0.01754284881714142
3.0857961915250183 0.9953798635749447 0.0014576517319029223 0.009336976944371106 -0.016765938118467643
3.1032300683132954 0.9956525417976998 0.0014589010019426948 0.008845324953353995 -0.016015188587133418
3.1206639451015725 0.9959108044188049 0.0014600908931585168 0.008375808043362333 -0.015290196881233906
3.138097821889849 0.9961553039627478 0.0014612236846052603 0.00792765981470278 -0.014590537068052935
3.1555316986781263 0.996386670156855 0.0014623015996544477 0.007500126959113276 -0.013915762652547365
3.172965575466403 0.9966055103329884 0.0014633268055224307 0.007092469846782578 -0.013265408559262497
3.19039945225468 0.9968124098459683 0.0014643014129292057 0.006703963054661347 -0.012638993063670586
3.207833329042957 0.9970079325069847 0.0014652274758822088 0.006333895837637348 -0.012036019669329616
3.225267205831234 0.9971926210303079 0.0014661069915793857 0.005981572544249068 -0.011455978927657021
3.242701082619511 0.9973669974916598 0.0014669419004257403 0.0056463129787026785 -0.010898350197503017
3.2601349594077877 0.997531563796664 0.001467734086157551 0.005327452711035626 -0.01036260334208772
3.277568836196065 0.997686802157846 0.00146848537606843 0.005024343337337931 -0.009848200361235751
3.2950027129843416 0.9978331755787169 0.0014691975413313955 0.0047363526919988784 -0.009354596957198936
3.3124365897726187 0.9979711283435276 0.0014698722974111642 0.004462865013992607 -0.008881244032701227
3.3298704665608954 0.9981010865113505 0.0014705113045609156 0.004203281069252409 -0.00842758912017033
3.3473043433491725 0.9982234584131977 0.001471116168397838 0.0039570182312096275 -0.007993077741435307
3.3647382201374496 0.9983386351509544 0.0014716884405518436 0.003723510521590334 -0.007577154697469578
3.3821720969257263 0.9984469910969671 0.0014722296193819438 0.003502208613571023 -0.007179265288042161
3.3996059737140034 0.998548884393187 0.0014727411507548687 0.0032925797993948298 -0.006798856461408052
3.4170398505022805 0.9986446574488365 0.001473224428880645 0.003094107924542038 -0.006435377894419699
3.434473727290557 0.9987346374356227 0.0014736807971999697 0.002906293290533443 -0.0060882830036756
3.451907604078834 0.9988191367795934 0.0014741115493183585 0.0027286525284235664 -0.0057570298885400465
3.469341480867111 0.9988984536487809 0.0014745179299822135 0.0025607184450124874 -0.005441082207068547
3.486775357655388 0.9989728724358493 0.0014749011360920723 0.002402039843771359 -0.00513990998605789
3.504209234443665 0.9990426642350143 0.0014752623177485202 0.002252181322437373 -0.004852990366607136
3.521643111231942 0.9991080873125657 0.001475602579326368 0.0021107230491901837 -0.004579808286727556
3.539076988020219 0.9991693875703755 0.0014759229805729013 0.0019772605192735805 -0.004319857102675019
3.5565108648084958 0.9992267990018361 0.001476224537726173 0.001851404293874027 -0.0040726391507981755
3.5739447415967724 0.9992805441397195 0.0014765082246495055 0.0017327797230124304 -0.003837666251801009
3.5913786183850496 0.9993308344955044 0.0014767749739785251 0.0016210266541470408 -0.003614460159408505
3.6088124951733267 0.9993778709897693 0.0014770256782772827 0.0015157991281246356 -0.003402552955500719
3.626246371961604 0.9994218443732923 0.0014772611912001372 0.001416765064054092 -0.0032014873938431524
3.6436802487498805 0.9994629356385508 0.001477482328656333 0.0013236059346119473 -0.0030108171945915736
3.6611141255381576 0.9995013164213548 0.001477689869974312 0.001236016433223525 -0.002830107291786999
3.6785480023264348 0.9995371493923911 0.0014778845590630641 0.0011537041344963832 -0.0026589340360828194
3.695981879114711 0.9995705886384958 0.0014780671055679134 0.0010763891492152414 -0.0024968853549610834
3.713415755902988 0.9996017800335067 0.001478238186018369 0.001003803775149488 -0.0023435608727226283
3.7308496326912652 0.9996308615986051 0.0014783984449659173 0.0009356921448021447 -0.0021985719924043604
3.7482835094795424 0.9996579638520432 0.001478548496109541 0.0008718098712833455 -0.0020615419420459114
3.765717386267819 0.9996832101482361 0.001478688923407221 0.0008119236932928064 -0.0019321057874021254
3.783151263056096 0.9997067170062067 0.0014788202821717053 0.0007558111201874749 -0.0018099104133006518
3.8005851398443733 0.999728594427392 0.0014789431001489305 0.0007032600780561915 -0.0016946144758342482
3.8180190166326495 0.9997489462028589 0.001479057878577743 0.000654068557639747 -0.0015858883274894751
3.8354528934209267 0.9997678702099944 0.0014791650932296288 0.0006080442648771521 -0.0014834139172771519
3.852886770209204 0.9997854586987603 0.0014792651954273345 0.0005650042747977583 -0.0013868846678766738
3.870320646997481 0.9998017985676241 0.0014793586130414165 0.0005247746894193229 -0.0012960053317485395
3.8877545237857576 0.9998169716292935 0.001479445751463844 0.00048719030025444157 -0.0012104918281080404
3.9051884005740347 0.9998310548664033 0.0014795269945579205 0.000452094255971911 -0.001130071062588183
3.922622277362312 0.9998441206773143 0.001479602705583921 0.00041933773570578366 -0.0010544807313524287
3.940056154150588 0.9998562371122032 0.001479673228099933 0.0003887796284530605 -0.0009834691113479398
3.957490030938865 0.9998674680996292 0.001479738886837491 0.0003602862189513487 -0.0009167948383185028
3.9749239077271423 0.9998778736637801 0.001479799988551719 0.00033373088038032514 -0.0008542266741233786
3.9923577845154194 0.9998875101326042 0.0014798568228457617 0.00030899377418553857 -0.0007955432648344607
4.009791661303696 0.999896430337048 0.0014799096629693816 0.0002859615572800579 -0.0007405328910098822
4.027225538091973 0.9999046838016223 0.0014799587665916844 0.000264527096838623 -0.0006889932114677072
4.04465941488025 0.9999123169265297 0.0014800043765480072 0.00024458919286037895 -0.0006407310018091585
4.062093291668527 0.9999193731615856 0.0014800467215610733 0.00022605230863987778 -0.0005955618888670636
4.079527168456804 0.9999258931721753 0.0014800860169365858 0.0002088263092518723 -0.0005533100821823632
4.096961045245081 0.9999319149974844 0.0014801224652334752 0.00019282620812342258 -0.0005138081035396965
4.114394922033358 0.9999374742012503 0.001480156256909106 0.00017797192173695 -0.0004768965155225576
4.131828798821634 0.9999426040152767 0.001480187570939762 0.00016418803248011686 -0.00044242364997959066
4.149262675609911 0.9999473354759539 0.0014802165754167769 0.000151403559632661 -0.00041024533722631155
4.1666965523981885 0.9999516975540331 0.0014802434281187547 0.00013955173845658448 -0.0003802246367412115
4.184130429186466 0.9999557172778921 0.001480268277060306 0.0001285698073342675 -0.00035223157005183044
4.201564305974743 0.999959419850536 0.0014802912610177986 0.00011839880287914578 -0.00032614285644522927
4.21899818276302 0.9999628287605694 0.0014803125100326317 0.0001089833629254449 -0.00030184165207835877
4.236432059551297 0.999965965887375 0.0014803321458925673 0.00010027153728704738 -0.00027921729300720645
4.253865936339573 0.9999688516007301 0.001480350282591681 9.221460616083052e-05 -0.00025816504259943383
4.27129981312785 0.9999715048550887 0.001480367026769495 8.476690603664687e-05 -0.00023858584374345377
4.2887336899161275 0.9999739432787503 0.0014803824781298909 7.788566296448201e-05 -0.00022038607621765088
4.306167566704405 0.9999761832581363 0.0014803967298403925 7.153083301911358e-05 -0.00020347731953666297
4.323601443492681 0.9999782400173858 0.001480409868912425 6.566494979376524e-05 -0.00018777612154740377
4.341035320280958 0.9999801276934793 0.001480421976563171 6.025297874669627e-05 -0.00017320377300572538
4.358469197069235 0.9999818594070937 0.001480433128559617 5.526217821834104e-05 -0.00015968608832534628
4.375903073857511 0.9999834473293849 0.0014804433955454253 5.06619669314163e-05 -0.0001471531926538083
4.393336950645788 0.9999849027448912 0.0014804528433512384 4.642379778229912e-05 -0.00013553931539580553
4.410770827434066 0.9999862361107412 0.0014804615332890193 4.252103772885399e-05 -0.00012478259027214552
4.428204704222343 0.9999874571123486 0.0014804695224310373 3.892885357768893e-05 -0.00011482486197281944
4.44563858101062 0.9999885747157655 0.0014804768638741036 3.5624103472488915e-05 -0.00010561149943513716
4.463072457798897 0.999989597216864 0.00148048360698964 3.25852338845289e-05 -9.709121575251345e-05
4.480506334587174 0.9999905322875074 0.0014804897976601668 2.979218190665774e-05 -8.921589469624395e-05
4.49794021137545 0.9999913870188677 0.0014804954785027729 2.722628265289439e-05 -8.194042381136776e-05
4.515374088163727 0.999992167962038 0.0014805006890801493 2.4870181567241667e-05 -7.522253402843881e-05
4.5328079649520046 0.9999928811660873 0.0014805054660997079 2.270775144733355e-05 -6.902264571560642e-05
4.550241841740282 0.9999935322136924 0.0014805098436013373 2.0724013991037018e-05 -6.330372107976229e-05
4.567675718528558 0.9999941262544825 0.001480513853134314 1.8905065677082485e-05 -5.803112281157556e-05
4.585109595316835 0.9999946680362235 0.0014805175239238763 1.7238007794139334e-05 -5.317247885689977e-05
4.602543472105112 0.9999951619339624 0.0014805208830279528 1.571088043644579e-05 -4.869755318623088e-05
4.619977348893389 0.9999956119772484 0.0014805239554845197 1.4312600288094448e-05 -4.457812242451909e-05
4.6374112256816655 0.9999960218755436 0.001480526764450072 1.3032902022330556e-05 -4.078785819562308e-05
4.654845102469943 0.9999963950419261 0.0014805293313296128 1.1862283146695698e-05 -3.7302215028944286e-05
4.67227897925822 0.9999967346151897 0.001480531675898645 1.0791952129508693e-05 -3.4098323670210775e-05
4.689712856046497 0.9999970434804332 0.0014805338164175432 9.813779647987096e-06 -3.1154889633923434e-05
4.707146732834774 0.9999973242882333 0.001480535769738728 8.920252803241329e-06 -2.8452096831541735e-05
4.72458060962305 0.9999975794724851 0.0014805375514070139 8.104432152389212e-06 -2.5971516106994987e-05
4.742014486411328 0.9999978112669959 0.0014805391757535227 7.359911413119728e-06 -2.3696018509498972e-05
4.7594483631996045 0.9999980217209065 0.001480540655983489 6.680779701147684e-06 -2.160969313284074e-05
4.776882239987881 0.9999982127130171 0.001480542004258334 6.061586166129307e-06 -1.9697769350216805e-05
4.794316116776159 0.9999983859650868 0.0014805432317722973 5.497306896730071e-06 -1.7946543274300574e-05
4.811749993564435 0.9999985430541717 0.0014805443488239633 4.983313970628161e-06 -1.634330827340147e-05
4.829183870352713 0.9999986854240662 0.0014805453648829823 4.515346530286602e-06 -1.4876289376311095e-05
4.846617747140989 0.9999988143959051 0.0014805462886522355 4.089483770318071e-06 -1.3534581400652285e-05
4.864051623929266 0.9999989311779823 0.0014805471281257674 3.702119727181673e-06 -1.230809064218912e-05
4.8814855007175435 0.9999990368748396 0.00148054789064269 3.3499397667842123e-06 -1.1187479965587238e-05
4.898919377505821 0.9999991324956737 0.0014805485829373491 3.0298986702932628e-06 -1.016411714046742e-05
4.916353254294097 0.9999992189621094 0.0014805492111859531 2.739200223100246e-06 -9.230026270237626e-06
4.933787131082374 0.9999992971153806 0.0014805497810498937 2.4752782163899422e-06 -8.37784216507466e-06
4.951221007870651 0.9999993677229626 0.001480550297715979 2.2357787751703256e-06 -7.600767514511923e-06
4.968654884658927 0.9999994314846927 0.001480550765933763 2.018543930889596e-06 -6.892532719343453e-06
4.986088761447205 0.9999994890384156 0.0014805511900501604 1.8215963609108408e-06 -6.247358246940962e-06
5.003522638235482 0.9999995409651874 0.001480551574041534 1.6431252211243795e-06 -5.659919378565206e-06
5.02095651502376 0.9999995877940709 0.001480551921543415 1.4814730018522421e-06 -5.125313221810873e-06
5.038390391812036 0.9999996300065498 0.0014805522358780007 1.3351233409364397e-06 -4.639027865928412e-06
5.055824268600312 0.9999996680405919 0.0014805525200796128 1.2026897315004915e-06 -4.196913562388454e-06
5.07325814538859 0.9999997022943864 0.0014805527769182153 1.0829050653338547e-06 -3.7951558176800114e-06
5.090692022176866 0.9999997331297777 0.0014805530089211532 9.746119561697017e-07 -3.4302502899357423e-06
